Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 7152,https://www.congress.gov/bill/115th-congress/house-bill/7152,115th Congress (2017-2018),,"To authorize the Secretary of the Interior to convey to the San Felipe Pueblo certain Federal land in Sandoval County, New Mexico, and for other purposes.","Rep. Lujan Grisham, Michelle [D-NM-1]",11/16/18,,,,0,House - Natural Resources,11/27/18,Referred to the Subcommittee on Federal Lands.
H.R. 7151,https://www.congress.gov/bill/115th-congress/house-bill/7151,115th Congress (2017-2018),,Stop Harassing Calls Act of 2018,"Rep. Krishnamoorthi, Raja [D-IL-8]",11/16/18,,,,0,House - Energy and Commerce,11/16/18,Referred to the House Committee on Energy and Commerce.
H.R. 7150,https://www.congress.gov/bill/115th-congress/house-bill/7150,115th Congress (2017-2018),,H-4 Employment Protection Act of 2018,"Rep. Eshoo, Anna G. [D-CA-18]",11/16/18,,,,6,House - Judiciary,11/16/18,Referred to the House Committee on the Judiciary.
H.R. 7149,https://www.congress.gov/bill/115th-congress/house-bill/7149,115th Congress (2017-2018),,Protecting Married Seniors from Impoverishment Act,"Rep. Dingell, Debbie [D-MI-12]",11/16/18,,,,1,House - Energy and Commerce,11/16/18,Referred to the House Committee on Energy and Commerce.
H.R. 7148,https://www.congress.gov/bill/115th-congress/house-bill/7148,115th Congress (2017-2018),,USA Retirement Funds Act,"Rep. Cartwright, Matt [D-PA-17]",11/16/18,,,,0,"House - Education and the Workforce, Ways and Means",11/16/18,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7147,https://www.congress.gov/bill/115th-congress/house-bill/7147,115th Congress (2017-2018),,To direct the Secretary of Agriculture to treat certain planted soybean crops as harvested commodity crops under the Market Facilitation Program.,"Rep. Abraham, Ralph Lee [R-LA-5]",11/16/18,,,,0,House - Agriculture,12/12/18,Referred to the Subcommittee on General Farm Commodities and Risk Management.
H.R. 7146,https://www.congress.gov/bill/115th-congress/house-bill/7146,115th Congress (2017-2018),,Maintain Access to Vital Social Security Services Act of 2018,"Rep. Moore, Gwen [D-WI-4]",11/16/18,,,,10,House - Ways and Means,11/26/18,Referred to the Subcommittee on Social Security.
H.R. 7145,https://www.congress.gov/bill/115th-congress/house-bill/7145,115th Congress (2017-2018),,Stop Welfare for Any Large Monopoly Amassing Revenue from Taxpayers Act of 2018,"Rep. Khanna, Ro [D-CA-17]",11/16/18,,,,5,"House - Financial Services, Education and the Workforce",11/16/18,"Referred to the Committee on Financial Services, and in addition to the Committee on Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7144,https://www.congress.gov/bill/115th-congress/house-bill/7144,115th Congress (2017-2018),,Veteran Debt Fairness Act of 2018,"Rep. Delaney, John K. [D-MD-6]",11/16/18,,,,10,House - Veterans' Affairs,11/16/18,Referred to the Subcommittee on Disability Assistance and Memorial Affairs.
H.R. 7143,https://www.congress.gov/bill/115th-congress/house-bill/7143,115th Congress (2017-2018),,Social Security Number Modernization Act of 2018,"Rep. Johnson, Sam [R-TX-3]",11/16/18,,,,0,House - Ways and Means,11/26/18,Referred to the Subcommittee on Social Security.
H.R. 7142,https://www.congress.gov/bill/115th-congress/house-bill/7142,115th Congress (2017-2018),,National De-Escalation of Violence and Community Safety Training Act of 2018,"Rep. Moore, Gwen [D-WI-4]",11/16/18,,,,15,House - Education and the Workforce,11/16/18,Referred to the House Committee on Education and the Workforce.
H.R. 7141,https://www.congress.gov/bill/115th-congress/house-bill/7141,115th Congress (2017-2018),,Workplace Violence Prevention for Health Care and Social Service Workers Act,"Rep. Courtney, Joe [D-CT-2]",11/16/18,,,,23,"House - Education and the Workforce, Energy and Commerce, Ways and Means",11/26/18,Referred to the Subcommittee on Health.
H.R. 7140,https://www.congress.gov/bill/115th-congress/house-bill/7140,115th Congress (2017-2018),,Anti-Corruption and Public Integrity Act,"Rep. Jayapal, Pramila [D-WA-7]",11/16/18,,,,9,"House - Judiciary, Oversight and Government Reform, House Administration, Ways and Means, Financial Services, Intelligence (Permanent), Rules, Foreign Affairs, Armed Services, Budget",11/16/18,"Referred to the Committee on the Judiciary, and in addition to the Committees on Oversight and Government Reform, House Administration, Ways and Means, Financial Services, Intelligence (Permanent Select), Rules, Foreign Affairs, Armed Services, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7139,https://www.congress.gov/bill/115th-congress/house-bill/7139,115th Congress (2017-2018),,ADAPT Act of 2018,"Rep. Gohmert, Louie [R-TX-1]",11/16/18,,,,0,House - Judiciary,11/16/18,Referred to the House Committee on the Judiciary.
H.R. 7138,https://www.congress.gov/bill/115th-congress/house-bill/7138,115th Congress (2017-2018),,Accelerating Veterans Recovery Outdoors Act,"Rep. Smith, Christopher H. [R-NJ-4]",11/15/18,,,,2,House - Veterans' Affairs,11/15/18,Referred to the Subcommittee on Health.
H.R. 7137,https://www.congress.gov/bill/115th-congress/house-bill/7137,115th Congress (2017-2018),,"Reverend James Lawson, Jr. Congressional Gold Medal Act","Rep. Khanna, Ro [D-CA-17]",11/15/18,,,,28,House - Financial Services,11/15/18,Referred to the House Committee on Financial Services.
H.R. 7136,https://www.congress.gov/bill/115th-congress/house-bill/7136,115th Congress (2017-2018),,LIVE Well Act,"Rep. Adams, Alma S. [D-NC-12]",11/15/18,,,,3,"House - Agriculture, Education and the Workforce",12/12/18,Referred to the Subcommittee on Nutrition.
H.R. 7135,https://www.congress.gov/bill/115th-congress/house-bill/7135,115th Congress (2017-2018),,To direct the Secretary of the department in which the Coast Guard is operating to issue a certificate of documentation with a coastwise endorsement for the vessel Pacific Provider.,"Rep. Young, Don [R-AK-At Large]",11/14/18,,,,0,House - Transportation and Infrastructure,11/14/18,Referred to the House Committee on Transportation and Infrastructure.
H.R. 7134,https://www.congress.gov/bill/115th-congress/house-bill/7134,115th Congress (2017-2018),,For the relief of Gualterio Lazaro Santos Santos.,"Rep. Correa, J. Luis [D-CA-46]",11/14/18,,,,0,House - Judiciary,11/14/18,Referred to the House Committee on the Judiciary.
H.R. 7133,https://www.congress.gov/bill/115th-congress/house-bill/7133,115th Congress (2017-2018),,Captive Insurers Clarification Act,"Rep. Welch, Peter [D-VT-At Large]",11/14/18,,,,0,"House - Financial Services, Judiciary",11/14/18,"Referred to the Committee on Financial Services, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7132,https://www.congress.gov/bill/115th-congress/house-bill/7132,115th Congress (2017-2018),,Strengthening America's Public Schools Through Promoting Foreign Investment Act,"Rep. Welch, Peter [D-VT-At Large]",11/14/18,,,,0,House - Judiciary,11/14/18,Referred to the House Committee on the Judiciary.
H.R. 7131,https://www.congress.gov/bill/115th-congress/house-bill/7131,115th Congress (2017-2018),,Preserving Home and Office Numbers in Emergencies Act of 2018,"Rep. Thompson, Mike [D-CA-5]",11/14/18,,,,1,House - Energy and Commerce,11/14/18,Referred to the House Committee on Energy and Commerce.
H.R. 7130,https://www.congress.gov/bill/115th-congress/house-bill/7130,115th Congress (2017-2018),,Department of Veterans Affairs Policy for Medicinal Cannabis Use Act of 2018,"Rep. Moulton, Seth [D-MA-6]",11/14/18,,,,5,House - Veterans' Affairs,11/14/18,Referred to the Subcommittee on Health.
H.R. 7129,https://www.congress.gov/bill/115th-congress/house-bill/7129,115th Congress (2017-2018),,"To require the Secretary of Veterans Affairs to provide training in the use of medical cannabis for all Department of Veterans Affairs primary care providers, and for other purposes.","Rep. Moulton, Seth [D-MA-6]",11/14/18,,,,5,House - Veterans' Affairs,11/14/18,Referred to the Subcommittee on Health.
H.R. 7128,https://www.congress.gov/bill/115th-congress/house-bill/7128,115th Congress (2017-2018),,VA Survey of Cannabis Use Act,"Rep. Moulton, Seth [D-MA-6]",11/14/18,,,,6,House - Veterans' Affairs,11/14/18,Referred to the Subcommittee on Health.
H.R. 7127,https://www.congress.gov/bill/115th-congress/house-bill/7127,115th Congress (2017-2018),,Native American Voting Rights Act of 2018,"Rep. Lujan, Ben Ray [D-NM-3]",11/14/18,,,,18,"House - House Administration, Judiciary",11/14/18,"Referred to the Committee on House Administration, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7126,https://www.congress.gov/bill/115th-congress/house-bill/7126,115th Congress (2017-2018),,"To exempt certain structures from removal from Army Corps of Engineers property on Table Rock Lake, and for other purposes.","Rep. Long, Billy [R-MO-7]",11/14/18,,,,0,House - Transportation and Infrastructure,11/14/18,Referred to the House Committee on Transportation and Infrastructure.
H.R. 7125,https://www.congress.gov/bill/115th-congress/house-bill/7125,115th Congress (2017-2018),,"To rename the portions of the Gateway National Seashore located on Staten Island, New York, as the ""Senator James L. Buckley National Seashore"".","Rep. Donovan, Daniel M., Jr. [R-NY-11]",11/14/18,,,,0,House - Natural Resources,11/16/18,Referred to the Subcommittee on Federal Lands.
H.R. 7124,https://www.congress.gov/bill/115th-congress/house-bill/7124,115th Congress (2017-2018),,Keeping All Students Safe Act,"Rep. Beyer, Donald S., Jr. [D-VA-8]",11/14/18,,,,40,"House - Education and the Workforce, Armed Services",11/15/18,Referred to the Subcommittee on Military Personnel.
H.R. 7123,https://www.congress.gov/bill/115th-congress/house-bill/7123,115th Congress (2017-2018),,Uyghur Human Rights Policy Act of 2018,"Rep. Smith, Christopher H. [R-NJ-4]",11/13/18,,,,17,"House - Foreign Affairs, Intelligence (Permanent), Judiciary",11/13/18,"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Intelligence (Permanent Select), and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7122,https://www.congress.gov/bill/115th-congress/house-bill/7122,115th Congress (2017-2018),,Shared Accountability for Improved Patient Outcomes Act of 2018,"Rep. Paulsen, Erik [R-MN-3]",11/13/18,,,,0,"House - Energy and Commerce, Ways and Means",11/15/18,Referred to the Subcommittee on Human Resources.
H.R. 7121,https://www.congress.gov/bill/115th-congress/house-bill/7121,115th Congress (2017-2018),,Commission of Fine Arts District of Columbia Home Rule Act,"Rep. Norton, Eleanor Holmes [D-DC-At Large]",11/13/18,,,,0,House - Oversight and Government Reform,11/13/18,Referred to the House Committee on Oversight and Government Reform.
H.R. 7120,https://www.congress.gov/bill/115th-congress/house-bill/7120,115th Congress (2017-2018),,To amend the Federal Election Campaign Act of 1971 to extend through 2023 the authority of the Federal Election Commission to impose civil money penalties on the basis of a schedule of penalties established and published by the Commission.,"Rep. Harper, Gregg [R-MS-3]",11/13/18,,,,1,House - House Administration,12/21/18,Became Public Law No: 115-386.
H.R. 7119,https://www.congress.gov/bill/115th-congress/house-bill/7119,115th Congress (2017-2018),,"To amend title 38, United States Code, to extend the authority of the Secretary of Veterans Affairs to continue to pay educational assistance or subsistence allowances to eligible persons when educational institutions are temporarily closed, and for other purposes.","Rep. Dunn, Neal P. [R-FL-2]",11/13/18,,,,0,House - Veterans' Affairs,11/13/18,Referred to the House Committee on Veterans' Affairs.
H.R. 7118,https://www.congress.gov/bill/115th-congress/house-bill/7118,115th Congress (2017-2018),,Excessive Use of Force Prevention Act of 2018,"Rep. Jeffries, Hakeem S. [D-NY-8]",11/6/18,,,,17,House - Judiciary,11/15/18,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 7117,https://www.congress.gov/bill/115th-congress/house-bill/7117,115th Congress (2017-2018),,Bots Research Act,"Rep. DeSaulnier, Mark [D-CA-11]",11/6/18,,,,0,House - Energy and Commerce,11/6/18,Referred to the House Committee on Energy and Commerce.
H.R. 7116,https://www.congress.gov/bill/115th-congress/house-bill/7116,115th Congress (2017-2018),,Suicide Prevention Assistance Act,"Rep. DeSaulnier, Mark [D-CA-11]",11/6/18,,,,3,House - Energy and Commerce,11/6/18,Referred to the House Committee on Energy and Commerce.
H.R. 7115,https://www.congress.gov/bill/115th-congress/house-bill/7115,115th Congress (2017-2018),,3-D Firearms Prohibitions Act,"Rep. Pallone, Frank, Jr. [D-NJ-6]",11/2/18,,,,17,"House - Energy and Commerce, Judiciary",11/2/18,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7114,https://www.congress.gov/bill/115th-congress/house-bill/7114,115th Congress (2017-2018),,Natural Disaster Safe Inmate Relocation Act,"Rep. Meng, Grace [D-NY-6]",11/2/18,,,,0,House - Transportation and Infrastructure,11/5/18,"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management."
H.R. 7113,https://www.congress.gov/bill/115th-congress/house-bill/7113,115th Congress (2017-2018),,Combat Violent Crime Act of 2018,"Rep. Roby, Martha [R-AL-2]",11/2/18,,,,0,House - Judiciary,11/2/18,Referred to the House Committee on the Judiciary.
H.R. 7112,https://www.congress.gov/bill/115th-congress/house-bill/7112,115th Congress (2017-2018),,PRO Students Act,"Rep. Takano, Mark [D-CA-41]",10/30/18,,,,2,House - Education and the Workforce,10/30/18,Referred to the House Committee on Education and the Workforce.
